iter	Logloss
462	0.5565994004
463	0.5563047981
464	0.5561210491
465	0.5561003814
466	0.5558428438
467	0.5557069994
468	0.5555703961
469	0.5553317636
470	0.5551334408
471	0.5549047296
472	0.554814132
473	0.5544947471
474	0.5542784148
475	0.5540815181
476	0.5537533539
477	0.553429385
478	0.5530129269
479	0.5528635532
480	0.5524627948
481	0.5523199157
482	0.5521408695
483	0.5520296429
484	0.5518983944
485	0.5515904849
486	0.5513369151
487	0.5511810731
488	0.5509919112
489	0.5508240918
490	0.5507220418
491	0.550648986
492	0.5503859781
493	0.5501614918
494	0.5499721224
495	0.5498008671
496	0.5496445264
497	0.5493132819
498	0.5491238839
499	0.5487678921
500	0.5485891748
501	0.5483917724
502	0.5480706953
503	0.5478343854
504	0.547600061
505	0.5471642276
506	0.5469944284
507	0.5468146407
508	0.5465676788
509	0.5462482602
510	0.5460958878
511	0.5459349711
512	0.5457311945
513	0.5456091656
514	0.5452676338
515	0.5451222244
516	0.544830175
517	0.5446456568
518	0.5442881385
519	0.5441745924
520	0.5439088521
521	0.5438179733
522	0.5436245168
523	0.5434045493
524	0.5433212018
525	0.5429771942
526	0.5427817689
527	0.5425685564
528	0.5424168574
529	0.5421435716
530	0.5420318026
531	0.5420314299
532	0.5419805311
533	0.5416826481
534	0.5415209797
535	0.5410445345
536	0.5407988423
537	0.5406455826
538	0.5402895414
539	0.5401269188
540	0.5398916962
541	0.5397373488
542	0.5395923548
543	0.5394121032
544	0.5392068775
545	0.538825711
546	0.5385813026
547	0.5384168747
548	0.5380584738
549	0.5379124324
550	0.537825603
551	0.5376952088
552	0.537497114
553	0.536962806
554	0.536818932
555	0.5365049529
556	0.5364234763
557	0.5362075281
558	0.5360726452
559	0.535817847
560	0.5356031152
561	0.5353555626
562	0.5352008741
563	0.5349860556
564	0.5347611756
565	0.534464086
566	0.5342056168
567	0.5340379373
568	0.5336447069
569	0.5333747734
570	0.5329274019
571	0.5327375677
572	0.5324257979
573	0.5322958284
574	0.532009113
575	0.5318146706
576	0.5312297278
577	0.5310408242
578	0.5305733418
579	0.5303982762
580	0.5302465795
581	0.5298574793
582	0.5296734435
583	0.5294842566
584	0.5291977249
585	0.5289675219
586	0.5287575098
587	0.5283389645
588	0.5282022739
589	0.5280947126
590	0.5277769752
591	0.5275302991
592	0.5273492568
593	0.5270066371
594	0.526784036
595	0.5265502958
596	0.5263596168
597	0.526135297
598	0.5259924564
599	0.5258578822
600	0.5256659069
601	0.5253328674
602	0.5251959831
603	0.5250191669
604	0.5248477146
605	0.5247289807
606	0.5245699306
607	0.524258044
608	0.5240442152
609	0.5238497467
610	0.523720335
611	0.5234529627
612	0.5231625955
613	0.5230348687
614	0.5228209047
615	0.5225662088
616	0.5223460447
617	0.5221691923
618	0.5219043345
619	0.5216192477
620	0.5214392292
621	0.5211453974
622	0.5208477284
623	0.5205806442
624	0.5205276056
625	0.5202803576
626	0.5200245992
627	0.5197449423
628	0.5194601307
629	0.5191926393
630	0.5189816415
631	0.5186366256
632	0.518401211
633	0.5180502171
634	0.5177907947
635	0.5175734531
636	0.5173613029
637	0.5169835832
638	0.5168248455
639	0.5165946002
640	0.5163394266
641	0.5162144928
642	0.5160747069
643	0.5159073802
644	0.515673858
645	0.515401887
646	0.5152639339
647	0.5149613096
648	0.5146343833
649	0.5144057469
650	0.5142378915
651	0.5139722292
652	0.5136214641
653	0.5134561257
654	0.5133092245
655	0.5131528957
656	0.512833055
657	0.5126705928
658	0.5123126618
659	0.5121337855
660	0.511888814
661	0.5115354611
662	0.5112652598
663	0.511023564
664	0.5108034109
665	0.5105593869
666	0.5102029336
667	0.5100989251
668	0.5099451889
669	0.5096126191
670	0.5092231298
671	0.5089122727
672	0.50863731
673	0.5085002385
674	0.508290841
675	0.5080781329
676	0.5079061484
677	0.5077405085
678	0.5076440218
679	0.5072872798
680	0.506935528
681	0.5068658813
682	0.5066952839
683	0.5064752947
684	0.5062859317
685	0.5061503482
686	0.5059305818
687	0.5057550218
688	0.5056066782
689	0.5054528072
690	0.5051472426
691	0.504846797
692	0.5047050872
693	0.5045225998
694	0.5043224637
695	0.5040315388
696	0.5037261067
697	0.5034494488
698	0.503308873
699	0.5031210898
700	0.5029396915
701	0.5027882531
702	0.5025181137
703	0.5022597477
704	0.5020020104
705	0.5017172627
706	0.501515927
707	0.5013002372
708	0.5010794076
709	0.5004740497
710	0.5002359038
711	0.4998835127
712	0.4996446722
713	0.4993700176
714	0.4990531318
715	0.4988210533
716	0.4986522277
717	0.4984471168
718	0.4980355262
719	0.4978012328
720	0.4975425014
721	0.4973964383
722	0.4971771109
723	0.496961654
724	0.4966419579
725	0.4963663347
726	0.4962005367
727	0.4960351206
728	0.4959360111
729	0.4957567388
730	0.4955529294
731	0.4953681254
732	0.4951355679
733	0.494784386
734	0.4945509404
735	0.4942818459
736	0.4941126016
737	0.4939528567
738	0.4936572237
739	0.4932070645
740	0.4929548222
741	0.4927629956
742	0.4922963838
743	0.492088004
744	0.4917898463
745	0.4916517067
746	0.4913196368
747	0.4912719399
748	0.4911272967
749	0.4908492516
750	0.4904314151
751	0.4902274378
752	0.4900949183
753	0.4899000853
754	0.4895725798
755	0.4893712715
756	0.4891789111
757	0.488945485
758	0.4886242609
759	0.48843561
760	0.4881980003
761	0.4880522212
762	0.4878208402
763	0.4874755085
764	0.4871420053
765	0.4869759959
766	0.4868543779
767	0.4866190602
768	0.4862972176
769	0.4861550553
770	0.4856494589
771	0.4854690599
772	0.4853533777
773	0.4849952082
774	0.4847423111
775	0.4845570963
776	0.4843802285
777	0.4841273214
778	0.4839232386
779	0.4835312787
780	0.4832177251
781	0.4829634217
782	0.4828393391
783	0.482580568
784	0.482507169
785	0.4822899082
786	0.4821319281
787	0.4819002033
788	0.4817090103
789	0.4815433541
790	0.4810793552
791	0.4809412972
792	0.4807197409
793	0.480296853
794	0.4799427255
795	0.4797892637
796	0.4794289587
797	0.4793270839
798	0.4790466504
799	0.4788954798
800	0.4786600688
801	0.4784414792
802	0.4782788955
803	0.4780922105
804	0.4776420753
805	0.4773379122
806	0.4770744818
807	0.4768227733
808	0.4766896811
809	0.4763986639
810	0.4763004249
811	0.4760625047
812	0.4759744689
813	0.4757775923
814	0.4756186444
815	0.4755549147
816	0.4753605529
817	0.4751607237
818	0.4749181954
819	0.4746707165
820	0.4743937826
821	0.4742837622
822	0.4741113038
823	0.4738462074
824	0.4736202505
825	0.4733951307
826	0.4730480154
827	0.4727087464
828	0.4725570973
829	0.4724108999
830	0.4722565671
831	0.4720517854
832	0.4717150092
833	0.4713286387
834	0.4712239713
835	0.4710873731
836	0.4709531058
837	0.4708665115
838	0.4706991191
839	0.4704232804
840	0.4700379507
841	0.4699356179
842	0.4697591336
843	0.4694178106
844	0.4692650843
845	0.4691604014
846	0.4689722477
847	0.4686777173
848	0.4685107516
849	0.4684101977
850	0.4681812505
851	0.4681275251
852	0.4678460457
853	0.4677145189
854	0.46748637
855	0.4673368019
856	0.4670931251
857	0.4668855537
858	0.4666931184
859	0.4666122148
860	0.466430112
861	0.4662144602
862	0.4659307214
863	0.4655912898
864	0.4654265514
865	0.4653025804
866	0.4651111591
867	0.4648499338
868	0.464654312
869	0.464487007
870	0.4643968263
871	0.4641949117
872	0.4639467042
873	0.4637727667
874	0.4634691145
875	0.4632181535
876	0.4630943468
877	0.4629106188
878	0.4626592084
879	0.462433688
880	0.4622874644
881	0.462207627
882	0.4620381936
883	0.4619112237
884	0.4617043561
885	0.4615840661
886	0.4612788234
887	0.4609376354
888	0.4608564587
889	0.4606093053
890	0.4604384424
891	0.4602019415
892	0.4599169243
893	0.4595999929
894	0.4593304416
895	0.4590953172
896	0.4589211111
897	0.4585774311
898	0.4583786557
899	0.4582614918
900	0.4580958352
901	0.4577548992
902	0.4576534051
903	0.4575943337
904	0.4573573322
905	0.4571349355
906	0.4568219456
907	0.4566927638
908	0.4565476114
909	0.4563206022
910	0.4561978306
911	0.4559137148
912	0.455701441
913	0.4555391463
914	0.455277599
915	0.4551566267
916	0.4549654878
917	0.4547823845
918	0.4546391065
919	0.4543688862
920	0.4540697244
921	0.4539405772
922	0.4537137417
923	0.4535185387
924	0.453307488
925	0.4532356319
926	0.4529988151
927	0.452874473
928	0.4527320262
929	0.4524644107
930	0.4523737173
931	0.4521943687
932	0.4520115194
933	0.4518257992
934	0.4516472496
935	0.4515057358
936	0.4512252372
937	0.4509994102
938	0.4506988067
939	0.4505247781
940	0.4504060109
941	0.4501335814
942	0.4499853417
943	0.4498096554
944	0.4495617233
945	0.4494093847
946	0.4492152301
947	0.4490587451
948	0.4487640478
949	0.4485549181
950	0.4484030297
951	0.4482118297
952	0.4480668719
953	0.4479421042
954	0.4477866353
955	0.4476786104
956	0.4474781935
957	0.4473948457
958	0.4472777689
959	0.4470497348
960	0.4468999759
961	0.4467210597
962	0.446446808
963	0.4461608105
964	0.4459676098
965	0.44578771
966	0.4456398014
967	0.4455140684
968	0.4453437011
969	0.4451926513
970	0.4448915078
971	0.4446874272
972	0.444445721
973	0.4443348113
974	0.4441447974
975	0.4439272839
976	0.4438626369
977	0.4437143674
978	0.443421699
979	0.443217627
980	0.4430674771
981	0.4428835076
982	0.4427184129
983	0.4426065335
984	0.4424288674
985	0.4422580148
986	0.4422137837
987	0.4419924064
988	0.4418548539
989	0.441698299
990	0.4415815956
991	0.4413712649
992	0.4410445115
993	0.440719968
994	0.440562854
995	0.4403885032
996	0.4401720836
997	0.4399328584
998	0.4397087901
999	0.4394361481
